year,comp_id,begin,end,amort,curr_assets,curr_liab,extra_exp,extra_inc,extra_profit_loss,fixed_assets,inc_bef_tax,intang_assets,inventories,liq_assets,material_exp,personnel_exp,profit_loss_year,sales,share_eq,subscribed_cap,tang_assets,D,balsheet_flag,balsheet_length,balsheet_notfullyear,founded_year,exit_year,ceo_count,foreign,female,birth_year,inoffice_days,gender,origin,nace_main,ind2,ind,urban_m,region_m,founded_date,exit_date,status_alive,ln_sales,sales_mil,sales_mil_log,d1_sales_mil_log,age,new,ind2_cat,age2,foreign_management,gender_m,m_region_loc,flag_asset_problem,total_assets_bs,extra_exp_pl,extra_inc_pl,extra_profit_loss_pl,inc_bef_tax_pl,inventories_pl,material_exp_pl,profit_loss_year_pl,personnel_exp_pl,intang_assets_bs,curr_liab_bs,fixed_assets_bs,liq_assets_bs,curr_assets_bs,share_eq_bs,subscribed_cap_bs,tang_assets_bs,extra_exp_pl_flag_high,extra_inc_pl_flag_high,inventories_pl_flag_high,material_exp_pl_flag_high,personnel_exp_pl_flag_high,curr_liab_bs_flag_high,liq_assets_bs_flag_high,subscribed_cap_bs_flag_high,extra_exp_pl_flag_error,extra_inc_pl_flag_error,inventories_pl_flag_error,material_exp_pl_flag_error,personnel_exp_pl_flag_error,curr_liab_bs_flag_error,liq_assets_bs_flag_error,subscribed_cap_bs_flag_error,extra_profit_loss_pl_flag_low,inc_bef_tax_pl_flag_low,profit_loss_year_pl_flag_low,share_eq_bs_flag_low,extra_profit_loss_pl_flag_high,inc_bef_tax_pl_flag_high,profit_loss_year_pl_flag_high,share_eq_bs_flag_high,extra_profit_loss_pl_flag_zero,inc_bef_tax_pl_flag_zero,profit_loss_year_pl_flag_zero,share_eq_bs_flag_zero,extra_profit_loss_pl_quad,inc_bef_tax_pl_quad,profit_loss_year_pl_quad,share_eq_bs_quad,ceo_age,flag_low_ceo_age,flag_high_ceo_age,flag_miss_ceo_age,ceo_young,flag_miss_labor_avg,labor_avg_mod,d1_sales_mil_log_mod,d1_sales_mil_log_mod_sq,flag_miss_liq_assets_bs,flag_miss_foreign,flag_miss_material_exp_pl,flag_miss_m_region_loc,flag_miss_age,sales_mil_log_2013,sales_mil_2013,sales_2013,growth_log_2013_2012,fast_growth
2012,1001541.0,2012-01-01,2012-12-31,481.4814758300781,9629.6298828125,1303.7037353515625,0.0,0.0,0.0,190566.671875,-7696.29638671875,0.0,0.0,9048.1484375,8351.8515625,0.0,-7722.22216796875,1203.7037353515625,191262.96875,200740.734375,190566.671875,,0.0,365.0,0.0,2008.0,,1.0,0.0,0.0,1974.0,3222.0,male,Domestic,5610.0,56.0,3.0,3.0,Central,2008-02-24,,1,7.093158528605567,0.0012037037353515626,-6.722352029358707,-6.722352029358707,4.0,0.0,56.0,16.0,0.0,male,Central,0.0,200196.3017578125,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.006512126966904305,0.9518990620792689,0.04519638154178292,0.048100937920731154,0.9553771326973882,1.0,0.9518990620792689,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.912745465681083,38.0,0,0,0,1,1,0.7374840656151743,-1.5,2.25,0,0,0,0,0,-5.192956831358961,0.0055555556640625,5555.5556640625,1.5293951979997464,1
2012,1002029.0,2012-01-01,2012-12-31,14929.6298828125,203885.1875,120444.453125,0.0,0.0,0.0,23459.259765625,11818.5185546875,0.0,677.7777709960938,15077.77734375,984270.375,41037.03515625,9722.22265625,1136514.875,93144.4453125,11111.111328125,23459.259765625,,0.0,365.0,0.0,2006.0,,2.0,0.0,0.0,1975.0,3101.0,male,Domestic,2711.0,27.0,2.0,3.0,East,2006-07-03,,1,13.943477010618471,1.136514875,0.1279664526541966,0.6844482192689005,6.0,0.0,27.0,36.0,0.0,male,East,0.0,227344.447265625,0.0,0.0,0.0,0.010398912336882084,0.0005963650682496291,0.8660426683812651,0.00855441743008423,0.03610778535234745,0.0,0.5297884094977475,0.10318818008436177,0.06632129143727626,0.8968118199156382,0.4097062691998445,0.04887346694306101,0.10318818008436177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00010813737779015842,7.317805756812889e-05,0.16785922702165543,37.0,0,0,0,1,0,0.4583333134651184,0.6844482192689005,0.46846936486036894,0,0,0,0,0,-1.0270464176852045,0.35806296875,358062.96875,-1.1550128703394011,0
2012,1011889.0,2012-01-01,2012-12-31,36625.92578125,160166.671875,18911.111328125,0.0,0.0,0.0,933574.0625,96751.8515625,1537.0369873046875,11866.6669921875,131766.671875,204659.265625,92614.8125,96751.8515625,433666.65625,1071011.125,17481.482421875,932037.0625,,0.0,365.0,0.0,1992.0,,1.0,0.0,0.0,1946.0,6198.0,male,Domestic,5510.0,55.0,3.0,2.0,West,1992-11-09,,1,12.980031444806547,0.43366665625,-0.8354791131577264,0.097722317608957,20.0,0.0,55.0,400.0,0.0,male,West,0.0,1095277.7713623047,0.0,0.0,0.0,0.2231018921286965,0.02736356789521445,0.4719276030920351,0.2231018921286965,0.21356221688994564,0.0014033307600070468,0.017266041384737855,0.852362831520649,0.12030434225932371,0.14623383771934398,0.9778442994126304,0.015960775320156054,0.8509595345304359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04977445427140453,0.04977445427140453,0.956179473893778,66.0,0,0,0,0,0,1.621212124824524,0.097722317608957,0.009549651358865867,0,0,0,0,0,-0.8163699614013518,0.44203334375,442033.34375,0.01910915175637462,0
2012,1014183.0,2012-01-01,2012-12-31,12551.8515625,199903.703125,8274.07421875,0.0,7.407407283782959,7.407407283782959,118229.6328125,-1429.629638671875,0.0,0.0,18585.185546875,66744.4453125,55711.109375,-2351.851806640625,129729.6328125,309885.1875,11111.111328125,118229.6328125,,0.0,365.0,0.0,2001.0,,1.0,0.0,0.0,1946.0,3594.0,male,Domestic,5510.0,55.0,3.0,2.0,Central,2001-12-21,,1,11.773207816163303,0.1297296328125,-2.0423027418009707,-0.2730872675611926,11.0,0.0,55.0,121.0,0.0,male,Central,0.0,318133.3359375,0.0,5.7098807135984e-05,5.7098807135984e-05,-0.011020070030862864,0.0,0.5144888169765087,-0.01812887121972964,0.429440122254258,0.0,0.026008196199770503,0.3716354731078142,0.05841948468589981,0.6283645268921858,0.9740732972443968,0.03492595736747271,0.3716354731078142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.260273776352297e-09,0.00012144194348512185,0.00032865597170154157,0.9488187884045711,66.0,0,0,0,0,0,0.7152777910232544,-0.2730872675611926,0.0745766557040384,0,0,0,0,0,-2.152346833497421,0.116211109375,116211.109375,-0.11004409169645024,0
2012,1018301.0,2012-01-01,2012-12-31,0.0,1811.111083984375,592.5925903320312,0.0,11.11111068725586,11.11111068725586,52155.5546875,-1096.2962646484375,118.51851654052734,496.2962951660156,1314.8148193359375,3325.926025390625,3407.407470703125,-1107.4073486328125,6722.22216796875,10781.4814453125,11111.111328125,52037.03515625,,0.0,365.0,0.0,2004.0,,2.0,0.0,0.5,1961.5,1246.5,mix,Domestic,5630.0,56.0,3.0,2.0,Central,2004-06-29,,1,8.81317405861195,0.00672222216796875,-5.002336499352325,-0.01910020847712257,8.0,0.0,56.0,64.0,0.0,mix,Central,0.0,54085.1842880249,0.0,0.00165289251227073,0.00165289251227073,-0.1630853960573137,0.07382920152964555,0.4947658590099259,-0.164738284597255,0.5068870658484558,0.0021913305482952517,0.010956652882538819,0.9643223994532613,0.024310073759461204,0.03348626999844348,0.19934260347338129,0.20543724634372987,0.9621310501436456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.732053657120645e-06,0.02659684640717087,0.027138702412046186,0.039737473559545725,50.5,0,0,0,0,0,0.1527777761220932,-0.01910020847712257,0.0003648179638695449,0,0,0,0,0,-4.773807981445795,0.0084481484375,8448.1484375,0.22852851790652995,0
2012,1022796.0,2012-01-01,2012-12-31,688.888916015625,6166.66650390625,6792.5927734375,0.0,0.0,0.0,5133.33349609375,-1262.9630126953125,0.0,555.5555419921875,3133.333251953125,17629.62890625,8070.37060546875,-1311.111083984375,26096.296875,3718.5185546875,3703.70361328125,5133.33349609375,,0.0,365.0,0.0,2001.0,2016.0,1.0,0.0,0.0,1969.0,5201.0,male,Domestic,5630.0,56.0,3.0,1.0,Central,2001-02-01,2016-06-06,1,10.169548701060647,0.026096296875,-3.6459618569036265,-0.0005675230405990384,11.0,0.0,56.0,121.0,0.0,male,Central,0.0,11300.0,0.0,0.0,0.0,-0.048396254025804664,0.02128867343337147,0.6755605590592056,-0.05024126948986416,0.3092534793011221,0.0,0.6011144047289823,0.4542773005392699,0.277286128491427,0.54572269946073,0.32907243846792034,0.3277613817063053,0.4542773005392699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.002342197403730214,0.0025241851599531553,0.10828866975922322,43.0,0,0,0,0,0,0.0833333358168602,-0.0005675230405990384,3.2208240161077773e-07,0,0,0,0,0,-3.1578155442883573,0.04251851953125,42518.51953125,0.4881463126152692,0
2012,1035705.0,2012-01-01,2012-12-31,251.8518524169922,3355.5556640625,3059.25927734375,0.0,0.0,0.0,0.0,-7992.5927734375,0.0,2796.29638671875,262.96295166015625,24588.888671875,7411.111328125,-8000.0,24025.92578125,296.2962951660156,11111.111328125,0.0,,0.0,365.0,0.0,2011.0,,2.0,0.5,0.0,1973.0,1040.0,male,mix,5630.0,56.0,3.0,2.0,East,2011-10-26,,1,10.086888767175159,0.02402592578125,-3.728621790789115,0.0,1.0,1.0,56.0,1.0,1.0,male,East,0.0,3355.5556640625,0.0,0.0,0.0,-0.33266534019159316,0.11638662385700863,1.0,-0.33297364159191967,0.3084630908961137,0.0,0.9116997551576808,0.0,0.07836644001363177,1.0,0.0883002175583927,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1106662285647884,0.11087144599498418,0.007796928420859482,39.0,0,0,0,1,0,0.1041666716337204,0.0,0.0,0,0,0,0,0,-3.8079967486385553,0.022192591796875,22192.591796875,-0.07937495784944026,0
2012,1046213.0,2012-01-01,2012-12-31,66944.4453125,2406474.0,1225500.0,19877.77734375,0.0,-19877.77734375,1434974.125,124362.9609375,0.0,1866107.375,3659.25927734375,3342996.25,1924614.875,110022.21875,5389781.5,2482377.75,22962.962890625,1434974.125,,0.0,365.0,0.0,1998.0,,1.0,1.0,0.0,1941.0,3469.0,male,Foreign,2920.0,29.0,1.0,3.0,Central,1998-04-07,,1,15.500015404030096,5.3897815,1.6845048460658223,0.04575991065673257,14.0,0.0,29.0,196.0,1.0,male,Central,0.0,3841448.125,0.0036880488279070313,0.0,-0.0036880488279070313,0.02307384092240103,0.34623061714097314,0.6202470823724486,0.02041311298983085,0.35708588093970045,0.0,0.3190203173705489,0.3735503066307839,0.0009525728731124671,0.6264496933692161,0.6462088434423412,0.00597768397318264,0.3735503066307839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3601704157026427e-05,0.0005324021349122684,0.000416695181935601,0.4175858693430882,71.0,0,0,0,0,0,7.861111164093018,0.04575991065673257,0.0020939694233121473,0,0,0,0,0,1.8202989009552863,6.1737035,6173703.5,0.13579405488946406,0
2012,1070690.0,2012-01-01,2012-12-31,0.0,8500.0,1259.25927734375,0.0,0.0,0.0,0.0,2107.407470703125,0.0,0.0,8500.0,937.0370483398436,1444.4444580078125,2000.0,5388.888671875,8270.3701171875,7407.4072265625,0.0,,0.0,365.0,0.0,2010.0,,1.0,0.0,0.0,1961.0,464.0,male,Domestic,5610.0,56.0,3.0,1.0,Central,2010-11-03,,1,8.592094459318735,0.005388888671875,-5.223416098645538,1.916785127165232,2.0,0.0,56.0,4.0,0.0,male,Central,0.0,8500.0,0.0,0.0,0.0,0.3910653195902593,0.0,0.17388317061183836,0.37113403556435387,0.26804125042450266,0.0,0.1481481502757353,0.0,1.0,1.0,0.9729847196691176,0.8714596737132353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15293208418623164,0.13774047235428308,0.9466992647095913,51.0,0,0,0,0,0,0.0833333358168602,1.5,2.25,0,0,0,0,0,-4.869425118478434,0.00767777783203125,7677.77783203125,0.3539909801671044,0
2012,1101902.0,2012-01-01,2012-12-31,0.0,251.8518524169922,881.4815063476564,0.0,0.0,0.0,0.0,855.5555419921875,0.0,192.59259033203125,44.44444274902344,5422.22216796875,1807.4073486328125,770.370361328125,7481.4814453125,-629.629638671875,74.0740737915039,0.0,,0.0,365.0,0.0,,,,0.0951523697650445,,,,,,5610.0,56.0,3.0,2.0,West,2004-07-15,,1,8.920186105544545,0.0074814814453125,-4.895324452419729,0.0,10.141255605381167,1.0,56.0,,,,West,0.0,251.8518524169922,0.0,0.0,0.0,0.11435643438349143,0.02574257407972315,0.7247524714996155,0.1029702963188926,0.24158415172776218,0.0,1.0,0.0,0.1764705811074861,1.0,-1.0,0.2941176452768715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01307739408490578,0.010602881924000546,1.0,47.82560190593793,0,0,1,0,1,0.7374840656151743,0.0,0.0,0,1,0,0,1,-4.943496024233466,0.00712962939453125,7129.62939453125,-0.04817157181373677,0
